Serial,Collection Day,Location,Collection Number,Lat,Lng,Color
1518360,6,Opposite J P Morgan Water Side,0,53.34694364,-6.232275292,"[255, 0, 0]"
1518360,7,Opposite J P Morgan Water Side,0,53.34694364,-6.232275292,"[255, 0, 0]"
1518360,8,Opposite J P Morgan Water Side,0,53.34694364,-6.232275292,"[255, 0, 0]"
1518360,9,Opposite J P Morgan Water Side,0,53.34694364,-6.232275292,"[128, 128, 128]"
1518360,10,Opposite J P Morgan Water Side,0,53.34694364,-6.232275292,"[255, 0, 0]"
1518360,12,Opposite J P Morgan Water Side,1,53.34694364,-6.232275292,"[128, 128, 128]"
1518360,13,Opposite J P Morgan Water Side,1,53.34694364,-6.232275292,"[128, 128, 128]"
1518360,14,Opposite J P Morgan Water Side,1,53.34694364,-6.232275292,"[128, 128, 128]"
1518360,15,Opposite J P Morgan Water Side,1,53.34694364,-6.232275292,"[128, 128, 128]"
1518360,16,Opposite J P Morgan Water Side,1,53.34694364,-6.232275292,"[128, 128, 128]"
1518360,17,Opposite J P Morgan Water Side,1,53.34694364,-6.232275292,"[128, 128, 128]"
1518360,18,Opposite J P Morgan Water Side,1,53.34694364,-6.232275292,"[255, 0, 0]"
1518360,19,Opposite J P Morgan Water Side,1,53.34694364,-6.232275292,"[255, 0, 0]"
1518360,20,Opposite J P Morgan Water Side,1,53.34694364,-6.232275292,"[255, 0, 0]"
1518360,21,Opposite J P Morgan Water Side,1,53.34694364,-6.232275292,"[255, 0, 0]"
1518360,22,Opposite J P Morgan Water Side,1,53.34694364,-6.232275292,"[255, 0, 0]"
1518360,23,Opposite J P Morgan Water Side,1,53.34694364,-6.232275292,"[255, 0, 0]"
1518360,24,Opposite J P Morgan Water Side,1,53.34694364,-6.232275292,"[255, 0, 0]"
1518360,25,Opposite J P Morgan Water Side,1,53.34694364,-6.232275292,"[255, 0, 0]"
1518360,26,Opposite J P Morgan Water Side,1,53.34694364,-6.232275292,"[255, 0, 0]"
1518360,27,Opposite J P Morgan Water Side,1,53.34694364,-6.232275292,"[255, 0, 0]"
1518360,28,Opposite J P Morgan Water Side,1,53.34694364,-6.232275292,"[255, 0, 0]"
1518360,29,Opposite J P Morgan Water Side,1,53.34694364,-6.232275292,"[255, 0, 0]"
1518360,30,Opposite J P Morgan Water Side,1,53.34694364,-6.232275292,"[255, 0, 0]"
1518360,31,Opposite J P Morgan Water Side,1,53.34694364,-6.232275292,"[255, 0, 0]"
1518363,1,North Wall Quay corner Commons St,0,53.34806209,-6.245537362,"[128, 128, 128]"
1518363,2,North Wall Quay corner Commons St,0,53.34806209,-6.245537362,"[128, 128, 128]"
1518363,6,North Wall Quay corner Commons St,3,53.34806209,-6.245537362,"[128, 128, 128]"
1518363,7,North Wall Quay corner Commons St,3,53.34806209,-6.245537362,"[128, 128, 128]"
1518363,8,North Wall Quay corner Commons St,3,53.34806209,-6.245537362,"[128, 128, 128]"
1518363,10,North Wall Quay corner Commons St,4,53.34806209,-6.245537362,"[0, 255, 0]"
1518363,11,North Wall Quay corner Commons St,4,53.34806209,-6.245537362,"[128, 128, 128]"
1518363,12,North Wall Quay corner Commons St,4,53.34806209,-6.245537362,"[128, 128, 128]"
1518363,14,North Wall Quay corner Commons St,5,53.34806209,-6.245537362,"[128, 128, 128]"
1518363,15,North Wall Quay corner Commons St,5,53.34806209,-6.245537362,"[128, 128, 128]"
1518363,17,North Wall Quay corner Commons St,6,53.34806209,-6.245537362,"[128, 128, 128]"
1518363,18,North Wall Quay corner Commons St,6,53.34806209,-6.245537362,"[128, 128, 128]"
1518363,19,North Wall Quay corner Commons St,6,53.34806209,-6.245537362,"[128, 128, 128]"
1518363,21,North Wall Quay corner Commons St,7,53.34806209,-6.245537362,"[128, 128, 128]"
1518363,22,North Wall Quay corner Commons St,7,53.34806209,-6.245537362,"[128, 128, 128]"
1518363,23,North Wall Quay corner Commons St,7,53.34806209,-6.245537362,"[128, 128, 128]"
1518363,24,North Wall Quay corner Commons St,7,53.34806209,-6.245537362,"[128, 128, 128]"
1518363,25,North Wall Quay corner Commons St,7,53.34806209,-6.245537362,"[128, 128, 128]"
1518363,26,North Wall Quay corner Commons St,7,53.34806209,-6.245537362,"[128, 128, 128]"
1518363,27,North Wall Quay corner Commons St,7,53.34806209,-6.245537362,"[128, 128, 128]"
1518363,28,North Wall Quay corner Commons St,7,53.34806209,-6.245537362,"[128, 128, 128]"
1518363,30,North Wall Quay corner Commons St,8,53.34806209,-6.245537362,"[128, 128, 128]"
1518363,31,North Wall Quay corner Commons St,8,53.34806209,-6.245537362,"[128, 128, 128]"
1518364,1,Opposite Central Bank,0,53.3472789,-6.234994503,"[128, 128, 128]"
1518364,2,Opposite Central Bank,0,53.3472789,-6.234994503,"[128, 128, 128]"
1518364,5,Opposite Central Bank,2,53.3472789,-6.234994503,"[128, 128, 128]"
1518364,6,Opposite Central Bank,2,53.3472789,-6.234994503,"[128, 128, 128]"
1518364,7,Opposite Central Bank,2,53.3472789,-6.234994503,"[128, 128, 128]"
1518364,8,Opposite Central Bank,2,53.3472789,-6.234994503,"[128, 128, 128]"
1518364,9,Opposite Central Bank,2,53.3472789,-6.234994503,"[128, 128, 128]"
1518364,10,Opposite Central Bank,2,53.3472789,-6.234994503,"[128, 128, 128]"
1518364,11,Opposite Central Bank,2,53.3472789,-6.234994503,"[128, 128, 128]"
1518364,12,Opposite Central Bank,2,53.3472789,-6.234994503,"[128, 128, 128]"
1518364,13,Opposite Central Bank,2,53.3472789,-6.234994503,"[128, 128, 128]"
1518364,14,Opposite Central Bank,2,53.3472789,-6.234994503,"[128, 128, 128]"
1518364,16,Opposite Central Bank,3,53.3472789,-6.234994503,"[128, 128, 128]"
1518364,17,Opposite Central Bank,3,53.3472789,-6.234994503,"[128, 128, 128]"
1518364,18,Opposite Central Bank,3,53.3472789,-6.234994503,"[128, 128, 128]"
1518364,19,Opposite Central Bank,3,53.3472789,-6.234994503,"[128, 128, 128]"
1518364,20,Opposite Central Bank,3,53.3472789,-6.234994503,"[128, 128, 128]"
1518364,21,Opposite Central Bank,3,53.3472789,-6.234994503,"[128, 128, 128]"
1518364,22,Opposite Central Bank,3,53.3472789,-6.234994503,"[128, 128, 128]"
1518364,23,Opposite Central Bank,3,53.3472789,-6.234994503,"[128, 128, 128]"
1518364,24,Opposite Central Bank,3,53.3472789,-6.234994503,"[128, 128, 128]"
1518364,25,Opposite Central Bank,3,53.3472789,-6.234994503,"[128, 128, 128]"
1518364,26,Opposite Central Bank,3,53.3472789,-6.234994503,"[128, 128, 128]"
1518364,27,Opposite Central Bank,3,53.3472789,-6.234994503,"[128, 128, 128]"
1518364,28,Opposite Central Bank,3,53.3472789,-6.234994503,"[128, 128, 128]"
1518364,31,Opposite Central Bank,5,53.3472789,-6.234994503,"[128, 128, 128]"
1518365,1,North Wall Quay Inbound Outside Eddie Rockets,0,53.34790343,-6.243672766,"[128, 128, 128]"
1518365,2,North Wall Quay Inbound Outside Eddie Rockets,0,53.34790343,-6.243672766,"[128, 128, 128]"
1518365,4,North Wall Quay Inbound Outside Eddie Rockets,1,53.34790343,-6.243672766,"[128, 128, 128]"
1518365,5,North Wall Quay Inbound Outside Eddie Rockets,1,53.34790343,-6.243672766,"[128, 128, 128]"
1518365,6,North Wall Quay Inbound Outside Eddie Rockets,1,53.34790343,-6.243672766,"[128, 128, 128]"
1518365,7,North Wall Quay Inbound Outside Eddie Rockets,1,53.34790343,-6.243672766,"[128, 128, 128]"
1518365,8,North Wall Quay Inbound Outside Eddie Rockets,1,53.34790343,-6.243672766,"[128, 128, 128]"
1518365,9,North Wall Quay Inbound Outside Eddie Rockets,1,53.34790343,-6.243672766,"[128, 128, 128]"
1518365,11,North Wall Quay Inbound Outside Eddie Rockets,2,53.34790343,-6.243672766,"[128, 128, 128]"
1518365,12,North Wall Quay Inbound Outside Eddie Rockets,2,53.34790343,-6.243672766,"[128, 128, 128]"
1518365,13,North Wall Quay Inbound Outside Eddie Rockets,2,53.34790343,-6.243672766,"[128, 128, 128]"
1518365,14,North Wall Quay Inbound Outside Eddie Rockets,2,53.34790343,-6.243672766,"[128, 128, 128]"
1518365,15,North Wall Quay Inbound Outside Eddie Rockets,2,53.34790343,-6.243672766,"[128, 128, 128]"
1518365,16,North Wall Quay Inbound Outside Eddie Rockets,2,53.34790343,-6.243672766,"[128, 128, 128]"
1518365,17,North Wall Quay Inbound Outside Eddie Rockets,2,53.34790343,-6.243672766,"[128, 128, 128]"
1518365,18,North Wall Quay Inbound Outside Eddie Rockets,2,53.34790343,-6.243672766,"[128, 128, 128]"
1518365,19,North Wall Quay Inbound Outside Eddie Rockets,2,53.34790343,-6.243672766,"[128, 128, 128]"
1518365,20,North Wall Quay Inbound Outside Eddie Rockets,2,53.34790343,-6.243672766,"[128, 128, 128]"
1518365,22,North Wall Quay Inbound Outside Eddie Rockets,3,53.34790343,-6.243672766,"[128, 128, 128]"
1518365,23,North Wall Quay Inbound Outside Eddie Rockets,3,53.34790343,-6.243672766,"[128, 128, 128]"
1518365,24,North Wall Quay Inbound Outside Eddie Rockets,3,53.34790343,-6.243672766,"[128, 128, 128]"
1518365,25,North Wall Quay Inbound Outside Eddie Rockets,3,53.34790343,-6.243672766,"[128, 128, 128]"
1518365,26,North Wall Quay Inbound Outside Eddie Rockets,3,53.34790343,-6.243672766,"[128, 128, 128]"
1518365,27,North Wall Quay Inbound Outside Eddie Rockets,3,53.34790343,-6.243672766,"[128, 128, 128]"
1518365,28,North Wall Quay Inbound Outside Eddie Rockets,3,53.34790343,-6.243672766,"[128, 128, 128]"
1518365,29,North Wall Quay Inbound Outside Eddie Rockets,3,53.34790343,-6.243672766,"[128, 128, 128]"
1518365,30,North Wall Quay Inbound Outside Eddie Rockets,3,53.34790343,-6.243672766,"[128, 128, 128]"
1518365,31,North Wall Quay Inbound Outside Eddie Rockets,3,53.34790343,-6.243672766,"[128, 128, 128]"
1518366,1,Green Area Left Of Convention Centre,0,53.34775374,-6.240744181,"[128, 128, 128]"
1518366,2,Green Area Left Of Convention Centre,0,53.34775374,-6.240744181,"[128, 128, 128]"
1518366,3,Green Area Left Of Convention Centre,0,53.34775374,-6.240744181,"[255, 0, 0]"
1518366,4,Green Area Left Of Convention Centre,0,53.34775374,-6.240744181,"[255, 0, 0]"
1518366,5,Green Area Left Of Convention Centre,0,53.34775374,-6.240744181,"[255, 0, 0]"
1518366,6,Green Area Left Of Convention Centre,0,53.34775374,-6.240744181,"[255, 0, 0]"
1518366,7,Green Area Left Of Convention Centre,0,53.34775374,-6.240744181,"[255, 0, 0]"
1518366,8,Green Area Left Of Convention Centre,0,53.34775374,-6.240744181,"[128, 128, 128]"
1518366,9,Green Area Left Of Convention Centre,0,53.34775374,-6.240744181,"[255, 0, 0]"
1518366,11,Green Area Left Of Convention Centre,1,53.34775374,-6.240744181,"[255, 0, 0]"
1518366,12,Green Area Left Of Convention Centre,1,53.34775374,-6.240744181,"[255, 0, 0]"
1518366,13,Green Area Left Of Convention Centre,1,53.34775374,-6.240744181,"[128, 128, 128]"
1518366,14,Green Area Left Of Convention Centre,1,53.34775374,-6.240744181,"[128, 128, 128]"
1518366,15,Green Area Left Of Convention Centre,1,53.34775374,-6.240744181,"[128, 128, 128]"
1518366,16,Green Area Left Of Convention Centre,1,53.34775374,-6.240744181,"[128, 128, 128]"
1518366,17,Green Area Left Of Convention Centre,1,53.34775374,-6.240744181,"[255, 0, 0]"
1518366,18,Green Area Left Of Convention Centre,1,53.34775374,-6.240744181,"[255, 0, 0]"
1518366,19,Green Area Left Of Convention Centre,1,53.34775374,-6.240744181,"[128, 128, 128]"
1518366,21,Green Area Left Of Convention Centre,2,53.34775374,-6.240744181,"[128, 128, 128]"
1518366,22,Green Area Left Of Convention Centre,2,53.34775374,-6.240744181,"[128, 128, 128]"
1518366,23,Green Area Left Of Convention Centre,2,53.34775374,-6.240744181,"[128, 128, 128]"
1518366,24,Green Area Left Of Convention Centre,2,53.34775374,-6.240744181,"[128, 128, 128]"
1518366,25,Green Area Left Of Convention Centre,2,53.34775374,-6.240744181,"[128, 128, 128]"
1518366,26,Green Area Left Of Convention Centre,2,53.34775374,-6.240744181,"[128, 128, 128]"
1518366,27,Green Area Left Of Convention Centre,2,53.34775374,-6.240744181,"[128, 128, 128]"
1518366,28,Green Area Left Of Convention Centre,2,53.34775374,-6.240744181,"[255, 0, 0]"
1518366,29,Green Area Left Of Convention Centre,2,53.34775374,-6.240744181,"[128, 128, 128]"
1518366,30,Green Area Left Of Convention Centre,2,53.34775374,-6.240744181,"[128, 128, 128]"
1518366,31,Green Area Left Of Convention Centre,2,53.34775374,-6.240744181,"[255, 0, 0]"
1518367,1,Opposite Restaurant Boat,0,53.34727812,-6.237868349,"[128, 128, 128]"
1518367,2,Opposite Restaurant Boat,0,53.34727812,-6.237868349,"[128, 128, 128]"
1518367,5,Opposite Restaurant Boat,2,53.34727812,-6.237868349,"[128, 128, 128]"
1518367,6,Opposite Restaurant Boat,2,53.34727812,-6.237868349,"[128, 128, 128]"
1518367,7,Opposite Restaurant Boat,2,53.34727812,-6.237868349,"[128, 128, 128]"
1518367,8,Opposite Restaurant Boat,2,53.34727812,-6.237868349,"[128, 128, 128]"
1518367,9,Opposite Restaurant Boat,2,53.34727812,-6.237868349,"[128, 128, 128]"
1518367,10,Opposite Restaurant Boat,2,53.34727812,-6.237868349,"[128, 128, 128]"
1518367,11,Opposite Restaurant Boat,2,53.34727812,-6.237868349,"[128, 128, 128]"
1518367,12,Opposite Restaurant Boat,2,53.34727812,-6.237868349,"[128, 128, 128]"
1518367,13,Opposite Restaurant Boat,2,53.34727812,-6.237868349,"[128, 128, 128]"
1518367,14,Opposite Restaurant Boat,2,53.34727812,-6.237868349,"[128, 128, 128]"
1518367,15,Opposite Restaurant Boat,2,53.34727812,-6.237868349,"[128, 128, 128]"
1518367,16,Opposite Restaurant Boat,2,53.34727812,-6.237868349,"[128, 128, 128]"
1518367,17,Opposite Restaurant Boat,2,53.34727812,-6.237868349,"[128, 128, 128]"
1518367,18,Opposite Restaurant Boat,2,53.34727812,-6.237868349,"[128, 128, 128]"
1518367,19,Opposite Restaurant Boat,2,53.34727812,-6.237868349,"[128, 128, 128]"
1518367,21,Opposite Restaurant Boat,3,53.34727812,-6.237868349,"[128, 128, 128]"
1518367,22,Opposite Restaurant Boat,3,53.34727812,-6.237868349,"[128, 128, 128]"
1518367,23,Opposite Restaurant Boat,3,53.34727812,-6.237868349,"[128, 128, 128]"
1518367,24,Opposite Restaurant Boat,3,53.34727812,-6.237868349,"[128, 128, 128]"
1518367,25,Opposite Restaurant Boat,3,53.34727812,-6.237868349,"[128, 128, 128]"
1518367,26,Opposite Restaurant Boat,3,53.34727812,-6.237868349,"[128, 128, 128]"
1518367,27,Opposite Restaurant Boat,3,53.34727812,-6.237868349,"[128, 128, 128]"
1518367,28,Opposite Restaurant Boat,3,53.34727812,-6.237868349,"[128, 128, 128]"
1518367,29,Opposite Restaurant Boat,3,53.34727812,-6.237868349,"[128, 128, 128]"
1518367,31,Opposite Restaurant Boat,4,53.34727812,-6.237868349,"[128, 128, 128]"
1518368,2,"Opposite J P Morgan, N Wall Quay corner Castleforbes Rd",1,53.34707287,-6.23221173,"[0, 255, 0]"
1518368,6,"Opposite J P Morgan, N Wall Quay corner Castleforbes Rd",4,53.34707287,-6.23221173,"[0, 255, 0]"
1518368,7,"Opposite J P Morgan, N Wall Quay corner Castleforbes Rd",4,53.34707287,-6.23221173,"[0, 255, 0]"
1518368,8,"Opposite J P Morgan, N Wall Quay corner Castleforbes Rd",4,53.34707287,-6.23221173,"[0, 255, 0]"
1518368,9,"Opposite J P Morgan, N Wall Quay corner Castleforbes Rd",4,53.34707287,-6.23221173,"[0, 255, 0]"
1518368,10,"Opposite J P Morgan, N Wall Quay corner Castleforbes Rd",4,53.34707287,-6.23221173,"[128, 128, 128]"
1518368,11,"Opposite J P Morgan, N Wall Quay corner Castleforbes Rd",4,53.34707287,-6.23221173,"[128, 128, 128]"
1518368,13,"Opposite J P Morgan, N Wall Quay corner Castleforbes Rd",5,53.34707287,-6.23221173,"[128, 128, 128]"
1518368,14,"Opposite J P Morgan, N Wall Quay corner Castleforbes Rd",5,53.34707287,-6.23221173,"[128, 128, 128]"
1518368,15,"Opposite J P Morgan, N Wall Quay corner Castleforbes Rd",5,53.34707287,-6.23221173,"[128, 128, 128]"
1518368,16,"Opposite J P Morgan, N Wall Quay corner Castleforbes Rd",5,53.34707287,-6.23221173,"[128, 128, 128]"
1518368,18,"Opposite J P Morgan, N Wall Quay corner Castleforbes Rd",6,53.34707287,-6.23221173,"[128, 128, 128]"
1518368,19,"Opposite J P Morgan, N Wall Quay corner Castleforbes Rd",6,53.34707287,-6.23221173,"[128, 128, 128]"
1518368,20,"Opposite J P Morgan, N Wall Quay corner Castleforbes Rd",6,53.34707287,-6.23221173,"[128, 128, 128]"
1518368,22,"Opposite J P Morgan, N Wall Quay corner Castleforbes Rd",7,53.34707287,-6.23221173,"[128, 128, 128]"
1518368,23,"Opposite J P Morgan, N Wall Quay corner Castleforbes Rd",7,53.34707287,-6.23221173,"[128, 128, 128]"
1518368,24,"Opposite J P Morgan, N Wall Quay corner Castleforbes Rd",7,53.34707287,-6.23221173,"[128, 128, 128]"
1518368,25,"Opposite J P Morgan, N Wall Quay corner Castleforbes Rd",7,53.34707287,-6.23221173,"[128, 128, 128]"
1518368,26,"Opposite J P Morgan, N Wall Quay corner Castleforbes Rd",7,53.34707287,-6.23221173,"[128, 128, 128]"
1518368,27,"Opposite J P Morgan, N Wall Quay corner Castleforbes Rd",7,53.34707287,-6.23221173,"[128, 128, 128]"
1518368,28,"Opposite J P Morgan, N Wall Quay corner Castleforbes Rd",7,53.34707287,-6.23221173,"[128, 128, 128]"
1518368,29,"Opposite J P Morgan, N Wall Quay corner Castleforbes Rd",7,53.34707287,-6.23221173,"[128, 128, 128]"
1518368,31,"Opposite J P Morgan, N Wall Quay corner Castleforbes Rd",8,53.34707287,-6.23221173,"[128, 128, 128]"
1518369,2,"Beside Pwc, North Wall Quay",1,53.34758024,-6.239169119,"[128, 128, 128]"
1518369,3,"Beside Pwc, North Wall Quay",1,53.34758024,-6.239169119,"[128, 128, 128]"
1518369,6,"Beside Pwc, North Wall Quay",3,53.34758024,-6.239169119,"[0, 255, 0]"
1518369,7,"Beside Pwc, North Wall Quay",3,53.34758024,-6.239169119,"[128, 128, 128]"
1518369,8,"Beside Pwc, North Wall Quay",3,53.34758024,-6.239169119,"[128, 128, 128]"
1518369,9,"Beside Pwc, North Wall Quay",3,53.34758024,-6.239169119,"[128, 128, 128]"
1518369,11,"Beside Pwc, North Wall Quay",4,53.34758024,-6.239169119,"[128, 128, 128]"
1518369,12,"Beside Pwc, North Wall Quay",4,53.34758024,-6.239169119,"[128, 128, 128]"
1518369,13,"Beside Pwc, North Wall Quay",4,53.34758024,-6.239169119,"[128, 128, 128]"
1518369,14,"Beside Pwc, North Wall Quay",4,53.34758024,-6.239169119,"[128, 128, 128]"
1518369,16,"Beside Pwc, North Wall Quay",5,53.34758024,-6.239169119,"[128, 128, 128]"
1518369,17,"Beside Pwc, North Wall Quay",5,53.34758024,-6.239169119,"[128, 128, 128]"
1518369,18,"Beside Pwc, North Wall Quay",5,53.34758024,-6.239169119,"[128, 128, 128]"
1518369,19,"Beside Pwc, North Wall Quay",5,53.34758024,-6.239169119,"[128, 128, 128]"
1518369,20,"Beside Pwc, North Wall Quay",5,53.34758024,-6.239169119,"[128, 128, 128]"
1518369,22,"Beside Pwc, North Wall Quay",6,53.34758024,-6.239169119,"[128, 128, 128]"
1518369,23,"Beside Pwc, North Wall Quay",6,53.34758024,-6.239169119,"[128, 128, 128]"
1518369,24,"Beside Pwc, North Wall Quay",6,53.34758024,-6.239169119,"[128, 128, 128]"
1518369,25,"Beside Pwc, North Wall Quay",6,53.34758024,-6.239169119,"[128, 128, 128]"
1518369,26,"Beside Pwc, North Wall Quay",6,53.34758024,-6.239169119,"[128, 128, 128]"
1518369,27,"Beside Pwc, North Wall Quay",6,53.34758024,-6.239169119,"[128, 128, 128]"
1518369,28,"Beside Pwc, North Wall Quay",6,53.34758024,-6.239169119,"[128, 128, 128]"
1518369,29,"Beside Pwc, North Wall Quay",6,53.34758024,-6.239169119,"[128, 128, 128]"
1518369,31,"Beside Pwc, North Wall Quay",7,53.34758024,-6.239169119,"[128, 128, 128]"
1518373,1,"Opp A & L Goodbody, North Wall Quay",0,53.34764834,-6.242726906,"[128, 128, 128]"
1518373,3,"Opp A & L Goodbody, North Wall Quay",1,53.34764834,-6.242726906,"[128, 128, 128]"
1518373,4,"Opp A & L Goodbody, North Wall Quay",1,53.34764834,-6.242726906,"[128, 128, 128]"
1518373,5,"Opp A & L Goodbody, North Wall Quay",1,53.34764834,-6.242726906,"[128, 128, 128]"
1518373,6,"Opp A & L Goodbody, North Wall Quay",1,53.34764834,-6.242726906,"[128, 128, 128]"
1518373,7,"Opp A & L Goodbody, North Wall Quay",1,53.34764834,-6.242726906,"[128, 128, 128]"
1518373,8,"Opp A & L Goodbody, North Wall Quay",1,53.34764834,-6.242726906,"[128, 128, 128]"
1518373,10,"Opp A & L Goodbody, North Wall Quay",2,53.34764834,-6.242726906,"[128, 128, 128]"
1518373,11,"Opp A & L Goodbody, North Wall Quay",2,53.34764834,-6.242726906,"[128, 128, 128]"
1518373,12,"Opp A & L Goodbody, North Wall Quay",2,53.34764834,-6.242726906,"[128, 128, 128]"
1518373,13,"Opp A & L Goodbody, North Wall Quay",2,53.34764834,-6.242726906,"[128, 128, 128]"
1518373,14,"Opp A & L Goodbody, North Wall Quay",2,53.34764834,-6.242726906,"[128, 128, 128]"
1518373,15,"Opp A & L Goodbody, North Wall Quay",2,53.34764834,-6.242726906,"[128, 128, 128]"
1518373,17,"Opp A & L Goodbody, North Wall Quay",3,53.34764834,-6.242726906,"[128, 128, 128]"
1518373,18,"Opp A & L Goodbody, North Wall Quay",3,53.34764834,-6.242726906,"[128, 128, 128]"
1518373,19,"Opp A & L Goodbody, North Wall Quay",3,53.34764834,-6.242726906,"[128, 128, 128]"
1518373,20,"Opp A & L Goodbody, North Wall Quay",3,53.34764834,-6.242726906,"[128, 128, 128]"
1518373,21,"Opp A & L Goodbody, North Wall Quay",3,53.34764834,-6.242726906,"[128, 128, 128]"
1518373,23,"Opp A & L Goodbody, North Wall Quay",4,53.34764834,-6.242726906,"[128, 128, 128]"
1518373,24,"Opp A & L Goodbody, North Wall Quay",4,53.34764834,-6.242726906,"[128, 128, 128]"
1518373,25,"Opp A & L Goodbody, North Wall Quay",4,53.34764834,-6.242726906,"[128, 128, 128]"
1518373,26,"Opp A & L Goodbody, North Wall Quay",4,53.34764834,-6.242726906,"[128, 128, 128]"
1518373,27,"Opp A & L Goodbody, North Wall Quay",4,53.34764834,-6.242726906,"[128, 128, 128]"
1518373,28,"Opp A & L Goodbody, North Wall Quay",4,53.34764834,-6.242726906,"[128, 128, 128]"
1518373,29,"Opp A & L Goodbody, North Wall Quay",4,53.34764834,-6.242726906,"[128, 128, 128]"
1518373,30,"Opp A & L Goodbody, North Wall Quay",4,53.34764834,-6.242726906,"[128, 128, 128]"
1518373,31,"Opp A & L Goodbody, North Wall Quay",4,53.34764834,-6.242726906,"[128, 128, 128]"
1520624,1,Wifi Right - Famine Memorial - Opp. IFSC House,0,53.34796454,-6.249508339,"[128, 128, 128]"
1520624,3,Wifi Right - Famine Memorial - Opp. IFSC House,1,53.34796454,-6.249508339,"[128, 128, 128]"
1520624,4,Wifi Right - Famine Memorial - Opp. IFSC House,1,53.34796454,-6.249508339,"[128, 128, 128]"
1520624,5,Wifi Right - Famine Memorial - Opp. IFSC House,1,53.34796454,-6.249508339,"[128, 128, 128]"
1520624,6,Wifi Right - Famine Memorial - Opp. IFSC House,1,53.34796454,-6.249508339,"[128, 128, 128]"
1520624,7,Wifi Right - Famine Memorial - Opp. IFSC House,1,53.34796454,-6.249508339,"[128, 128, 128]"
1520624,8,Wifi Right - Famine Memorial - Opp. IFSC House,1,53.34796454,-6.249508339,"[128, 128, 128]"
1520624,9,Wifi Right - Famine Memorial - Opp. IFSC House,1,53.34796454,-6.249508339,"[128, 128, 128]"
1520624,10,Wifi Right - Famine Memorial - Opp. IFSC House,1,53.34796454,-6.249508339,"[128, 128, 128]"
1520624,11,Wifi Right - Famine Memorial - Opp. IFSC House,1,53.34796454,-6.249508339,"[128, 128, 128]"
1520624,12,Wifi Right - Famine Memorial - Opp. IFSC House,1,53.34796454,-6.249508339,"[255, 0, 0]"
1520624,13,Wifi Right - Famine Memorial - Opp. IFSC House,1,53.34796454,-6.249508339,"[255, 0, 0]"
1520624,14,Wifi Right - Famine Memorial - Opp. IFSC House,1,53.34796454,-6.249508339,"[255, 0, 0]"
1520624,15,Wifi Right - Famine Memorial - Opp. IFSC House,1,53.34796454,-6.249508339,"[255, 0, 0]"
1520624,16,Wifi Right - Famine Memorial - Opp. IFSC House,1,53.34796454,-6.249508339,"[255, 0, 0]"
1520624,18,Wifi Right - Famine Memorial - Opp. IFSC House,2,53.34796454,-6.249508339,"[128, 128, 128]"
1520624,19,Wifi Right - Famine Memorial - Opp. IFSC House,2,53.34796454,-6.249508339,"[128, 128, 128]"
1520624,20,Wifi Right - Famine Memorial - Opp. IFSC House,2,53.34796454,-6.249508339,"[128, 128, 128]"
1520624,21,Wifi Right - Famine Memorial - Opp. IFSC House,2,53.34796454,-6.249508339,"[128, 128, 128]"
1520624,22,Wifi Right - Famine Memorial - Opp. IFSC House,2,53.34796454,-6.249508339,"[128, 128, 128]"
1520624,23,Wifi Right - Famine Memorial - Opp. IFSC House,2,53.34796454,-6.249508339,"[128, 128, 128]"
1520624,24,Wifi Right - Famine Memorial - Opp. IFSC House,2,53.34796454,-6.249508339,"[128, 128, 128]"
1520624,25,Wifi Right - Famine Memorial - Opp. IFSC House,2,53.34796454,-6.249508339,"[255, 0, 0]"
1520624,26,Wifi Right - Famine Memorial - Opp. IFSC House,2,53.34796454,-6.249508339,"[255, 0, 0]"
1520624,27,Wifi Right - Famine Memorial - Opp. IFSC House,2,53.34796454,-6.249508339,"[128, 128, 128]"
1520624,28,Wifi Right - Famine Memorial - Opp. IFSC House,2,53.34796454,-6.249508339,"[128, 128, 128]"
1520624,29,Wifi Right - Famine Memorial - Opp. IFSC House,2,53.34796454,-6.249508339,"[128, 128, 128]"
1520624,30,Wifi Right - Famine Memorial - Opp. IFSC House,2,53.34796454,-6.249508339,"[255, 0, 0]"
1520624,31,Wifi Right - Famine Memorial - Opp. IFSC House,2,53.34796454,-6.249508339,"[255, 0, 0]"
1520625,1,WiFi Left - Famine Memorial - Opp. IFSC House,0,53.3479804,-6.249553554,"[128, 128, 128]"
1520625,2,WiFi Left - Famine Memorial - Opp. IFSC House,0,53.3479804,-6.249553554,"[128, 128, 128]"
1520625,4,WiFi Left - Famine Memorial - Opp. IFSC House,1,53.3479804,-6.249553554,"[128, 128, 128]"
1520625,5,WiFi Left - Famine Memorial - Opp. IFSC House,1,53.3479804,-6.249553554,"[128, 128, 128]"
1520625,6,WiFi Left - Famine Memorial - Opp. IFSC House,1,53.3479804,-6.249553554,"[128, 128, 128]"
1520625,7,WiFi Left - Famine Memorial - Opp. IFSC House,1,53.3479804,-6.249553554,"[128, 128, 128]"
1520625,8,WiFi Left - Famine Memorial - Opp. IFSC House,1,53.3479804,-6.249553554,"[128, 128, 128]"
1520625,9,WiFi Left - Famine Memorial - Opp. IFSC House,1,53.3479804,-6.249553554,"[128, 128, 128]"
1520625,10,WiFi Left - Famine Memorial - Opp. IFSC House,1,53.3479804,-6.249553554,"[128, 128, 128]"
